word,length
jamboree,8
jamit,5
jamitella,9
jammailla,9
jammailu,8
jammata,7
jamppa,6
jamsjuuri,9
jamssi,6
jana,4
jang,4
janitsaari,10
jankata,7
jankkaus,8
jankko,6
jankkuri,8
jankkuroida,11
jankkurointi,12
jankuttaa,9
jankutus,8
jannu,5
jano,4
janoinen,8
janontunne,10
janota,6
janottaa,8
janssoninkiusaus,16
jaoke,5
jaokkeeton,10
jaokkeinen,10
jaollinen,9
jaollisuus,10
jaos,4
jaosto,6
jaotella,8
jaoton,6
jaottaa,7
jaottelu,8
jaotus,6
japani,6
japaninkielinen,15
japaninlakka,12
japaninmispeli,14
japaninpaperi,13
japaninvaahtera,15
japaninyrttiputki,17
japanismi,9
japanitar,9
japonismi,9
japsi,5
jargon,6
jarru,5
jarruttaa,9
jarrutus,8
jarruuntua,10
jasmiini,8
jasmike,7
jaspis,6
jata,4
jatkaa,6
jatkaja,7
jatkavuus,9
jatke,5
jatko,5
jatkos,6
jatkua,6
jatkumo,7
jatkuva,7
jatkuvajuoninen,15
jatkuvatoiminen,15
jatkuvuus,9
jatsahtava,10
jatsari,7
jatsi,5
jauhaa,6
jauhaantua,10
jauhattaa,9
jauhatus,8
jauhautua,9
jauhe,5
jauhennin,9
jauhentaa,9
jauhentua,9
jauhiainen,10
jauhin,6
jauho,5
jauhoinen,9
jauhonparanne,13
jauhottaa,9
jazz,4
jazzahtava,10
jazzari,7
jeeppi,6
jeera,5
jeesata,7
jeesus,6
jeesustelija,12
jeesustella,11
jeesustelu,10
jeeveli,7
jehova,6
jehu,4
jekku,5
jekkuilla,9
jekuttaa,8
jellona,7
jelpata,7
jemma,5
jemmata,7
jengi,5
jeni,4
jenka,5
jenkka,6
jenkkakahvat,12
jenkki,6
jepari,6
jeppe,5
jeremiadi,9
jerkkaus,8
jerkki,6
jermu,5
jerrykannu,10
jersey,6
jesidi,6
jesuiitta,9
jeti,4
jetsetti,8
jetti,5
jiddi,5
jigaus,6
jigi,4
jihad,5
jihadisti,9
jihadistinen,12
jiippi,6
jiirata,7
jiiri,5
jin,3
jippo,5
jippoilla,9
jippoilu,8
jiujitsu,8
jive,4
jobbari,7
jobinposti,10
jockey,6
jodi,4
jodidi,6
jodioida,8
jodipitoinen,12
jodittaa,8
jodlata,7
jodlaus,7
joenhaara,9
joenmutka,9
joenniska,9
joenpolvi,9
joenranta,9
joensuu,7
joenuoma,8
joenvarsi,9
jogurtti,8
johanniitta,11
johdannainen,12
johdannaismarkkinat,19
johdannaissopimus,17
johdanto,8
johdate,7
johdatella,10
johdatin,8
johdattaa,9
johdatus,8
johde,5
johdin,6
johdonmukainen,14
johdonmukaistaa,15
johdonmukaisuus,15
johdos,6
johdosta,8
johdottaa,9
johdotus,8
johonkin,8
johtaa,6
johtaja,7
johtajankyky,12
johtajanominaisuus,18
johtajantauti,13
johtajantoimi,13
johtajanvaihdos,15
johtajatar,10
johtajisto,10
johtajuus,9
johtamistaito,13
johtava,7
johtavuus,9
johteinen,9
johto,5
johtua,6
johtuen,7
joiata,6
joikata,7
joikaus,7
joiku,5
joikua,6
joisto,6
joiunta,7
jojo,4
jojoilija,9
jojoilla,8
jojoilu,7
jojolaihduttaminen,18
joka,4
joka,4
jokainen,8
jokaisenoikeus,14
jokamiehenoikeus,16
jokaviikkoinen,14
jokavuotinen,12
jokellella,10
jokellus,8
jokeltaa,8
jokeri,6
joki,4
jokin,5
joko,4
joku,4
jokunen,7
jolkotella,10
jolkottaa,9
jolkutella,10
jolkuttaa,9
jolla,5
jollainen,9
jollei,6
jollottaa,9
jolma,5
jolppi,6
joltinen,8
joltinenkin,11
jommoinen,9
jommoinenkin,12
jomottaa,8
jomotus,7
jompikumpi,10
jongleerata,11
jongleeraus,11
joni,4
jonkalainen,11
jonkinasteinen,14
jonkinlaatuinen,15
jonkinlainen,12
jonkinmoinen,12
jonkinvertainen,15
jonkunlainen,12
jonkunmoinen,12
jonne,5
jonninjoutava,13
jono,4
jonottaa,8
jonotus,7
jonouttaa,9
jonoutua,8
jooga,5
joogata,7
joogi,5
jooli,5
joonialainen,12
jopi,4
jorata,6
joriini,7
jorina,6
jorista,7
jorma,5
joro,4
jorottaa,8
jorotus,7
jorpakko,8
jortsut,7
jos,3
joskaan,7
joskin,6
josko,5
jospa,5
jossain,7
jossakin,8
jossitella,10
jossittelu,10
jostakin,8
jotain,6
jotakin,7
jotkin,6
jotkut,6
jotos,5
jotta,5
jottei,6
jouduttaa,9
jouhea,6
jouheus,7
jouheva,7
jouhevuus,9
jouhi,5
jouhikko,8
joukkio,7
joukko,6
joukkoampuminen,15
joukkoeroaminen,15
joukkoerottaminen,17
joukkoesiintyminen,18
joukkoistaa,11
joukkojenkeskitys,17
joukkojensiirto,15
joukkotuhonta,13
joukkue,7
joukkueenjohtaja,16
joule,5
joulu,5
jouluinen,9
joulukuinen,11
joulunaika,10
joulunalus,10
joulunodotus,12
joulunpunainen,14
joulunvietto,12
jouluvalmistelut,16
journalismi,11
journalisti,11
journalistiikka,15
journalistinen,14
jousenkaari,11
jousi,5
jousisto,8
jousittaa,9
jousitus,8
joustaa,7
joustamaton,11
joustava,8
joustavoida,11
joustavoittaa,13
joustavuus,10
joustin,7
jousto,6
joutaa,6
joutava,7
joutenolo,9
joutilaisuus,12
joutilas,8
joutoaika,9
joutohetki,10
joutomaa,8
joutomies,9
joutopuhe,9
joutsen,7
joutua,6
joutuisa,8
joviaali,8
joystick,8
juan,4
judata,6
judo,4
judogi,6
judoka,6
jugend,6
jugoslaavi,10
jugoslavialainen,16
jugurtti,8
juhannus,8
juhannustanssit,15
juhla,5
juhlaliputettu,14
juhlallinen,11
juhlallisuus,12
juhlamielinen,13
juhlapukuinen,13
juhlava,7
juhlavalaistu,13
juhlavalmistelut,16
juhlavuus,9
juhlia,6
juhlija,7
juhlinta,8
juhlistaa,9
juhta,5
juilia,6
juippi,6
juju,4
jujutsu,7
jujuttaa,8
jukeboksi,9
jukebox,7
jukka,5
juksata,7
jukurtti,8
juliaaninen,11
julienne,8
julistaa,8
julistaja,9
julistautua,11
juliste,7
julistus,8
juljeta,7
julkaisematon,13
julkaisemisvuosi,16
julkaisija,10
julkaista,9
julkaisu,8
julkea,6
julkeus,7
julkihuuto,10
julkijumalaton,14
julkijuopottelu,15
julkikuva,9
julkilausua,11
julkilausuma,12
julkimo,7
julkinen,8
julkipanna,10
julkipano,9
julkipuhunta,12
julkisasiamies,14
julkishallinnollinen,20
julkishallinto,14
julkisivu,9
julkisoikeudellinen,19
julkisoikeus,12
julkissektori,13
julkistaa,9
julkistajaiset,14
julkistalous,12
julkistamistilaisuus,20
julkistus,9
julkisuus,9
julkitulo,9
julkituoda,10
julkkis,7
julkku,6
julli,5
jullikka,8
julma,5
julmettu,8
julmistella,11
julmistelu,10
julmistua,9
julmuri,7
julmuus,7
jumahtaa,8
jumala,6
jumalainen,10
jumalaistaru,12
jumalaistarusto,15
jumalallinen,12
jumalanilma,11
jumalankuva,11
jumalanluoma,12
jumalanpalvelus,15
jumalanpelko,12
jumalanpilkka,13
jumalansana,11
jumalanvilja,12
jumalatar,9
jumalaton,9
jumalinen,9
jumalisuus,10
jumaloida,9
jumalointi,10
jumalolento,11
jumaluus,8
jumbo,5
jumi,4
jumi,4
jumiintua,9
jumittaa,8
jumittua,8
jumiuttaa,9
jumiutua,8
jumpata,7
jumppa,6
jumpperi,8
jumputtaa,9
jumputus,8
juna,4
junailija,9
junailla,8
junanrata,9
junantuoma,10
junanvaihto,11
junanvaunu,10
jungmanni,9
junior,6
juniori,7
junkkari,8
junnata,7
junnu,5
juntata,7
juntata,7
juntta,6
juntta,6
junttaus,8
juntti,6
junttius,8
junttura,8
juntturoida,11
juoda,5
juohea,6
juoheus,7
juoheva,7
juohevuus,9
juohtua,7
juoksennella,12
juoksete,8
juoksettaa,10
juoksettua,10
juokseva,8
juoksevuus,10
juoksija,8
juoksu,6
juoksujalkainen,15
juoksute,8
juoksutin,9
juoksuttaa,10
juoksutus,9
juolahtaa,9
juolua,6
juolukka,8
juoma,5
juomanlaskija,13
juomari,7
juominen,8
juomingit,9
juomu,5
juomuinen,9
juonellinen,11
juoni,5
juonia,6
juonikas,8
juonikkuus,10
juonitella,10
juonittelija,12
juonittelu,10
juonne,6
juontaa,7
juontaja,8
juonteikas,10
juonti,6
juonto,6
juontua,7
juopa,5
juopotella,10
juopottelu,10
juoppo,6
juoppolalli,11
juoppous,8
juopua,6
juopumus,8
juopunut,8
juoru,5
juoruilla,9
juoruilu,8
juorukki,8
juoruta,7
juosta,6
juoste,6
juotava,7
juote,5
juotikas,8
juotin,6
juotos,6
juottaa,7
juottamo,8
juotto,6
juottola,8
juova,5
juovainen,9
juovikas,8
juovittaa,9
juovitus,8
juovuttaa,9
jupakka,7
jupik,5
jupikki,7
jupina,6
jupista,7
juppi,5
juppius,7
juppiutua,9
jurakausi,9
jurakerrostuma,14
juridiikka,10
juridinen,9
juristeria,10
juristi,7
jurnuttaa,9
jurnutus,8
juro,4
juroa,5
jurottaa,8
jurous,6
juroutua,8
jurppia,7
jurrata,7
jurri,5
jurrikka,8
jurtta,6
jurumi,6
jury,4
jussi,5
jussinparta,11
justeerata,10
justeeraus,10
justeeri,8
jutaa,5
jute,4
jutella,7
jutku,5
jutskata,8
jutsku,6
juttelu,7
juttu,5
jutustaa,8
jutustella,10
jutustelu,9
jututtaa,8
juudas,6
juukeli,7
juupeli,7
juurakko,8
juurakkoinen,12
juurehtia,9
juurekas,8
juurenhaara,11
juurenotto,10
juures,6
juureton,8
juurettomuus,12
juureva,7
juurevuus,9
juuri,5
juuria,6
juurijalkainen,14
juurikas,8
juuristo,8
juurittaa,9
juurrettava,11
juurruttaa,10
juurrutus,9
juurtaa,7
juurtua,7
juurtumahapsi,13
juusto,6
juustola,8
juustonjuoksete,15
juustonjuoksute,15
juustonpala,11
juustottua,10
juustouma,9
juustouttaa,11
juustoutua,10
juustoutuma,11
juutalainen,11
juutalaiskirsikka,17
juutalaiskortteli,17
juutalaiskristitty,18
juutalaissaksa,14
juutalaissyntyinen,18
juutalaisuus,12
juutalaisvaino,14
juutalaisvastainen,18
juutalaisvastaisuus,19
juutalaisviha,13
juutas,6
juutti,6
juutti,6
juuttua,7
jyhkeys,7
jykevyys,8
jylhyys,7
jyly,4
jymy,4
jyrkkyys,8
jyrsin,6
jyry,4
jyske,5
jyskytys,8
jytke,5
jytky,5
jytkytys,8
jyty,4
jyvitys,7
kaadanta,8
kaadattaa,9
kaade,5
kaadella,8
kaaderi,7
kaadin,6
kaahaaja,8
kaahailija,10
kaahailla,9
kaahailu,8
kaahari,7
kaahata,7
kaahaus,7
kaakao,6
kaakattaa,9
kaakatus,8
kaakeli,7
kaakeloida,10
kaakelointi,11
kaakertaa,9
kaakinpuu,9
kaakki,6
kaakko,6
kaakkoinen,10
kaakkoismurteet,15
kaakkoismyrsky,14
kaakkoisosa,11
kaakkoisraja,12
kaakkoistuuli,13
kaakku,6
kaakkuri,8
kaali,5
kaalinkupu,10
kaalinlehti,11
kaalintaimi,11
kaalirapi,9
kaamea,6
kaameus,7
kaamos,6
kaanon,6
kaaoksellinen,13
kaaos,5
kaapaista,9
kaapata,7
kaapeli,7
kaapelinmitta,13
kaapeloida,10
kaapia,6
kaapinovi,9
kaapisto,8
kaappaaja,9
kaappari,8
kaappaus,8
kaappi,6
kaapu,5
kaaputtaa,9
kaaputus,8
kaara,5
kaareke,7
kaareutua,9
kaareva,7
kaarevuus,9
kaari,5
kaari,5
kaarna,6
kaarne,6
kaarnikka,9
kaarnoittua,11
kaarre,6
kaarrella,9
kaarroke,8
kaarros,7
kaartaa,7
kaarteinen,10
kaartelu,8
kaarti,6
kaartinupseeri,14
kaarto,6
kaartua,7
kaartuma,8
kaaso,5
kaasu,5
kaasunpaine,11
kaasunsytytin,13
kaasus,6
kaasute,7
kaasutella,10
kaasutin,8
kaasuttaa,9
kaasuttua,9
kaasutus,8
kaasuuntua,10
kaataa,6
kaataja,7
kaato,5
kaatua,6
kaatumatauti,12
kaava,5
kaavaaja,8
kaavailla,9
kaavailu,8
kaavain,7
kaavake,7
kaavamaisuus,12
kaavanmuutos,12
kaavata,7
kaavaushiekka,13
kaaviloida,10
kaavin,6
kaavinta,8
kaavio,6
kaavioida,9
kaaviointi,10
kaavoittaa,10
kaavoittua,10
kaavoittuma,11
kaavoittuneisuus,16
kaavoitus,9
kabaree,7
kabbala,7
kabbalisti,10
kabbalistinen,13
kabinetti,9
kabotaasi,9
kabuki,6
kade,4
kadehtia,8
kadehtija,9
kademielinen,12
kadenssi,8
kadetti,7
kadmium,7
kadota,6
kadottaa,8
kadotus,7
kadunkaluste,12
kadunkulma,10
kadunkulmaus,12
kadunlakaisija,14
kadunlakaisukone,16
kadunmies,9
kadunnimi,9
kadunpuoleinen,14
kadunristeys,12
kadunvarsi,10
kaduttaa,8
kafeteria,9
kafkamainen,11
kaftaani,8
kahahdus,8
kahahtaa,8
kahakka,7
kahakoida,9
kahakointi,10
kahdeksainen,12
kahdeksan,9
kahdeksankertainen,18
kahdeksankulmio,15
kahdeksannes,12
kahdeksantoista,15
kahdeksantoistavuotias,22
kahdeksantuhatta,16
kahdeksantuntinen,17
kahdeksanvuotias,16
kahdeksanvuotinen,17
kahdeksas,9
kahdeksastoista,15
kahdeksikko,11
kahdeksisen,11
kahdenarvoinen,14
kahdenistuttava,15
kahdenkertainen,15
kahdenkeskinen,14
kahdenlaatuinen,15
kahdenlainen,12
kahdenmaattava,14
kahdennus,9
kahdentaa,9
kahdentua,9
kahdentuma,10
kahdes,6
kahdestoista,12
kaheli,6
kahina,6
kahinoida,9
kahinointi,10
kahista,7
kahisuttaa,10
kahjo,5
kahju,5
kahlaaja,8
kahlaamo,8
kahlata,7
kahlaus,7
kahle,5
kahleeton,9
kahleettomuus,13
kahlehtia,9
kahlehtimaton,13
kahlita,7
kahlitsematon,13
kahluu,6
kahmaista,9
kahmaisu,8
kahmalo,7
kahmalollinen,13
kahmari,7
kahmia,6
kahnaus,7
kahta,5
kahtaistaittuminen,18
kahtalaisuus,12
kahtiajakautuneisuus,20
kahtiajako,10
kahva,5
kahvata,7
kahvaus,7
kahveli,7
kahvi,5
kahvikestit,11
kahvikutsut,11
kahvila,7
kahvinjuoja,11
kahvinjuonti,12
kahvinkeitin,12
kahvinkeitto,12
kahvinpaahtimo,14
kahvinpapu,10
kahvinporo,10
kahvinruskea,12
kahvinselvike,13
kahvinsuodatin,14
kahvinviljely,13
kahvio,6
kahvitella,10
kahvittaa,9
kahvittelu,10
kahvitus,8
kahvituttaa,11
kaide,5
kaihdella,9
kaihdin,7
kaiherrus,9
kaihertaa,9
kaihi,5
kaihilasit,10
kaiho,5
kaihoisa,8
kaihomielinen,13
kaihonkukka,11
kaihota,7
kaihtaa,7
kaikaa,6
kaikenkaltainen,15
kaikenkarvainen,15
kaikenkattava,13
kaikenkattavuus,15
kaikenkirjava,13
kaikenkokoinen,14
kaikenlainen,12
kaikenmoinen,12
kaikenpuolinen,14
kaikensuuruinen,15
kaikentyyppinen,15
kaikertaa,9
kaikinpuolinen,14
kaikkeus,8
kaikki,6
kaikkiruokainen,15
kaikkivoipa,11
kaikkivoipuus,13
kaikota,7
kaiku,5
kaikua,6
kaikuisa,8
kaikuisuus,10
kaikusuhteet,12
kaikuva,7
kaikuvuus,9
kailottaa,9
kailotus,8
kaima,5
kaimaani,8
kaimakset,9
kainalo,7
kainaloinen,11
kainalokarvat,13
kaininmerkki,12
kaino,5
kainostelematon,15
kainostella,11
kainostelu,10
kainostuttaa,12
kainous,7
kainulainen,11
kainuulainen,12
kaipailla,9
kaipaus,7
kaipuu,6
kaira,5
kaira,5
kairata,7
kairaus,7
kaisla,6
kaislikko,9
kaislikkoinen,13
kaislisto,9
kaista,6
kaistale,8
kaita,5
kaita,5
kaitainen,9
kaitakasvoinen,14
kaitale,7
kaitsea,7
kaitselmus,10
kaitsenta,9
kaitsija,8
kaiunta,7
kaiutella,9
kaiutin,7
kaiuton,7
kaiuttaa,8
kaivaa,6
kaivaja,7
kaivannainen,12
kaivannaisteollisuus,20
kaivanto,8
kaivata,7
kaivattaa,9
kaivaus,7
kaivauttaa,10
kaivautua,9
kaivella,8
kaiverre,8
kaiverrin,9
kaiverros,9
kaiverrus,9
kaiverruttaa,12
kaivertaa,9
kaivertaja,10
kaivin,6
kaivo,5
kaivonkansi,11
kaivonkatsoja,13
kaivonrengas,12
kaivos,6
kaivu,5
kaivuri,7
kaivuu,6
kajaali,7
kajahdella,10
kajahdus,8
kajahduttaa,11
kajahtaa,8
kajahtanut,10
kajahtelu,9
kajakki,7
kajal,5
kajari,6
kajastaa,8
kajastella,10
kajastua,8
kajastus,8
kajaus,6
kajautella,10
kajauttaa,9
kajava,6
kaje,4
kajentaa,8
kajetto,7
kajo,4
kajota,6
kajottaa,8
kajottikurpitsa,15
kajuutallinen,13
kajuutta,8
kakadu,6
kakaista,8
kakara,6
kakata,6
kakattaa,8
kaki,4
kakistaa,8
kakistella,10
kakistelu,9
kakka,5
kakkainen,9
kakkara,7
kakkia,6
kakko,5
kakkonen,8
kakkosajaja,11
kakkosasunto,12
kakkosauto,10
kakkosjoukkue,13
kakkosketju,11
kakkoskoppari,13
kakkoskoti,10
kakkoslaatu,11
kakkosmies,10
kakkosnelonen,13
kakkosolut,10
kakkospolttaja,14
kakkospuoli,11
kakkosvahti,11
kakkosvaihde,12
kakkosvalmentaja,16
kakku,5
kakkulat,8
kakkulavaljaat,14
kakluuni,8
kakoa,5
kakofonia,9
kakofoninen,11
kakru,5
kaks,4
kaksari,7
kaksi,5
kaksiavioinen,13
kaksiavioisuus,14
kaksijakoinen,13
kaksijakoisuus,14
kaksikaistainen,15
kaksikamarinen,14
kaksikasvoinen,14
kaksikasvoisuus,15
kaksikielinen,13
kaksikko,8
kaksikotinen,12
kaksikotisuus,13
kaksikylkinen,13
kaksikymppinen,14
kaksilahkeinen,14
kaksilapainen,13
kaksilappeinen,14
kaksimerkityksinen,18
kaksimielinen,13
kaksiminuuttinen,16
kaksimoottorinen,16
kaksinaamainen,14
kaksinaamaisuus,15
kaksinaismoraali,16
kaksinaismoralismi,18
kaksinaismoralisti,18
kaksinaismoralistinen,21
kaksinapainen,13
kaksinen,8
kaksineuvoinen,14
kaksineuvoisuus,15
kaksiniitinen,13
kaksinkamppailu,15
kaksinkertainen,15
kaksinkertaistaa,16
kaksinkertaistua,16
kaksinlaulu,11
kaksinnaiminen,14
kaksinnus,9
kaksinpeli,10
kaksinpuhelu,12
kaksintaa,9
kaksintaistelija,16
kaksintaistelu,14
kaksio,6
kaksiosainen,12
kaksipiippuinen,15
kaksirivinen,12
kaksirunkoinen,14
kaksisataavuotinen,18
kaksiselitteinen,16
kaksisiipinen,13
kaksisirkkainen,15
kaksitahoinen,13
kaksitahtinen,13
kaksiteholasit,14
kaksitoiminen,13
kaksitoista,11
kaksitoistavuotias,18
kaksituhatta,12
kaksitulkintainen,17
kaksituntinen,13
kaksiulotteinen,15
kaksivaiheinen,14
kaksivartinen,13
kaksiviivainen,14
kaksivuoroinen,14
kaksivuotias,12
kaksivuotinen,13
kaksoisagentti,14
kaksoisdiagnoosi,16
kaksoishele,11
kaksoishyppy,12
kaksoisjalkainen,16
kaksoiskansalainen,18
kaksoiskansalaisuus,19
kaksoiskappale,14
kaksoiskartio,13
kaksoisklikkaus,15
kaksoiskonsonantti,18
kaksoiskosketus,15
kaksoiskotka,12
kaksoiskovera,13
kaksoiskupera,13
kaksoisleuka,12
kaksoismiehitys,15
kaksoismonarkia,15
kaksoisnapsautus,16
kaksoisnimi,11
kaksoisnumero,13
kaksoisolento,13
kaksoispalkkaus,15
kaksoispiste,12
kaksoispohja,12
kaksoisrattaat,14
kaksoisristi,12
kaksoisrooli,12
kaksoissidos,12
kaksoissisar,12
kaksoissisko,12
kaksoissokkokoe,15
kaksoisstandardi,16
kaksoistrap,11
kaksoistutkinto,15
kaksoisvalonheitin,18
kaksoisvalotus,14
kaksoisveli,11
kaksoisvirhe,12
kaksoisvirta,12
kaksoisvoittaja,15
kaksoisvoitto,13
kaksoisvoltti,13
kaksoisvuode,12
kaksonen,8
kaksoskide,10
kaksoslapsi,11
kaksospari,10
kaksosparikki,13
kaksospojat,11
kaksosraskaus,13
kaksosrattaat,13
kaksossisar,11
kaksossisarukset,16
kaksossisko,11
kaksostutkimus,14
kaksosveli,10
kaksosveljekset,15
kaktus,6
kakunpala,9
kakuttaa,8
kakutus,7
kala,4
kalaasi,7
kalabaliikki,12
kalahdella,10
kalahdus,8
kalahtaa,8
kalainen,8
kalaisa,7
kalaisuus,9
kalanhaudonta,13
kalanistutus,12
kalanjalostus,13
kalankasvattamo,15
kalanliha,9
kalanluu,8
kalanperkeet,12
kalanpoikanen,13
kalanpyydys,11
kalanpyynti,11
kalanrakko,10
kalanrasva,10
kalanrehu,9
kalanruoto,10
kalansaalis,11
kalansavustamo,14
kalansuomu,10
kalanteri,9
kalanteroida,12
kalanviljely,12
kalastaa,8
kalastaja,9
kalastavuus,11
kalastella,10
kalastelu,9
kalasto,7
kalastonhoitomaksu,18
kalastuksenhoitomaksu,21
kalastus,8
kalauttaa,9
kaldera,7
kale,4
kaleidoskooppi,14
kalendaarinen,13
kalendaario,11
kalendaariperinne,17
kalenteri,9
kalevalainen,12
kalhu,5
kali,4
kalibroida,10
kalibrointi,11
kalifaatti,10
kalifi,6
kaliiberi,9
kaliiperi,9
kalikka,7
kalina,6
kalista,7
kalistaa,8
kalistella,10
kalistin,8
kalisuttaa,10
kalium,6
kalja,5
kaljaasi,8
kaljama,7
kaljanpano,10
kaljoitella,11
kaljoittelu,11
kalju,5
kaljuuntua,10
kaljuus,7
kalkattaa,9
kalkatus,8
kalke,5
kalkiopaperi,12
kalkita,7
kalkitus,8
kalkkaa,7
kalkkeuma,9
kalkkeutua,10
kalkkeutuma,11
kalkki,6
kalkki,6
kalkkipitoinen,14
kalkkis,7
kalkkiuma,9
kalkkiutua,10
kalkkiutuma,11
kalkkuna,8
kalkutella,10
kalkuttaa,9
kalkuttelu,10
kalkutus,8
kalkyloida,10
kalkylointi,11
kalkyyli,8
kalla,5
kallas,6
kalle,5
kalleus,7
kalligrafia,11
kalligrafinen,13
kallio,6
kallioinen,10
kallionhalkeama,15
kallionkieleke,14
kallionkolo,11
kallionlaki,11
kallionlohkare,14
kallionrinne,12
kallis,6
kallispalkkainen,16
kallistella,11
kallistelu,10
kallistua,9
kallistua,9
kallistus,9
kallistuvakorinen,17
kallo,5
kallollinen,11
kallonkutistaja,15
kallonmurtuma,13
kallonpohja,11
kalma,5
kalmanhaju,10
kalmankalpea,12
kalmannos,9
kalmari,7
kalmetoida,10
kalmisto,8
kalmo,5
kalmukki,8
kalopsi,7
kalori,6
kaloriton,9
kalossi,7
kalossinkuva,12
kalotti,7
kalpa,5
kalpea,6
kalpeaihoinen,13
kalpeakasvoinen,15
kalpeus,7
kalppia,7
kalsa,5
kalsarit,8
kalsea,6
kalsedoni,9
kalseus,7
kalsiitti,9
kalsitrioli,11
kalsium,7
kalsiumkloridi,14
kalskahtaa,10
kalske,6
kalsongit,9
kaltainen,9
kaltaistaa,10
kaltaisuus,10
kaltata,7
kalterit,8
kalteva,7
kaltevoida,10
kaltevointi,11
kaltevuus,9
kaltio,6
kaltoinkohtelu,14
kalttaus,8
kalu,4
kalustaa,8
kalustamaton,12
kaluste,7
kalusto,7
kalustus,8
kaluta,6
kaluuna,7
kalvaa,6
kalvakas,8
kalvakka,8
kalvakkuus,10
kalvas,6
kalventaa,9
kalveta,7
kalvia,6
kalvin,6
kalvinilainen,13
kalvinilaisuus,14
kalvinisti,10
kalvinistinen,13
kalvinta,8
kalvo,5
kalvosin,8
kama,4
kamala,6
kamaluus,8
kamana,6
kamara,6
kamari,6
kambri,6
kambrinen,9
kamee,5
kameleontti,11
kameli,6
kamelia,7
kamelinkarva,12
kamera,6
kamferi,7
kamferitipat,12
kamiina,7
kammari,7
kammata,7
kammeta,7
kammio,6
kammitsoida,11
kammo,5
kammoa,6
kammoksua,9
kammoksuttaa,12
kammota,7
kammottaa,9
kammottava,10
kammottavuus,12
kamomilla,9
kampa,5
kampaaja,8
kampaamo,8
kampanja,8
kampanjoida,11
kampanjointi,12
kampata,7
kampaus,7
kampauttaa,10
kampe,5
kampela,7
kampeutua,9
kampi,5
kampittaa,9
kampitus,8
kamppailla,10
kamppailu,9
kamppaus,8
kamppeet,8
kamppi,6
kamppiaiset,11
kampsut,7
kampura,7
kampurajalkainen,16
kampurajalkaisuus,17
kampus,6
kamreeri,8
kamu,4
kana,4
kanadalainen,12
kanadalaiskaksikko,18
kanadalaiskanootti,18
kanadanhanhi,12
kanadanhirvi,12
kanadanpiisku,13
kanala,6
kanalisaatio,12
kanalisoida,11
kanalisoitua,12
kanalja,7
kanamaisuus,11
kananhoito,10
kanankaali,10
kanankakka,10
kananlanta,10
kananliha,9
kananmuna,9
kananpoika,10
kananpoikanen,13
kananrehu,9
kananruoka,10
kanarialintu,12
kanarianhelpi,13
kanarianhemppo,14
kanariankeltainen,17
kanariansiemen,14
kanava,6
kanavanvalitsin,15
kanavisto,9
kanavoitua,10
kandeerata,10
kandeeraus,10
kandela,7
kandi,5
kandidaatti,11
kaneli,6
kanelinkuori,12
kanerva,7
kanervankukka,13
kanervanpunainen,16
kanervikko,10
kanervisto,10
kangas,6
kangas,6
kangaskantinen,14
kangaspuut,10
kangastella,11
kangastua,9
kangastus,9
kangerrella,11
kangerrus,9
kangertaa,9
kangertelu,10
kangeta,7
kangistaa,9
kangistua,9
kangistuttaa,12
kani,4
kani,4
kaniini,7
kaninhoito,10
kaninnahka,10
kanisteri,9
kanittaa,8
kanjoni,7
kankaankudonta,14
kankaankutoja,13
kankaanpainaja,14
kankaanpainanta,15
kankaanpala,11
kankainen,9
kankainen,9
kankare,7
kankea,6
kankeajalkainen,15
kankealiikkeinen,16
kankeus,7
kankeuttaa,10
kanki,5
kankku,6
kankkunen,9
kankuri,7
kanna,5
kannabinoidi,12
kannabis,8
kannake,7
kannakselainen,14
kannalla,8
kannalle,8
kannallinen,11
kannalta,8
kannanhoidollinen,17
kannanhoito,11
kannanilmaisu,13
kannanilmaus,12
kannanmuutos,12
kannanotto,10
kannas,6
kannassa,8
kannasta,8
kannate,7
kannatella,10
kannatin,8
kannattaa,9
kannattaja,10
kannattamaton,13
kannattava,10
kannattavuus,12
kannatus,8
kanne,5
kannel,6
kannella,8
kannellinen,11
kanneloni,9
kannettava,10
kannibaali,10
kannibaalinen,13
kannibalismi,12
kannike,7
kannikka,8
kannin,6
kanniskella,11
kannoilla,9
kannoille,9
kannoilta,9
kannokko,8
kannokkoinen,12
kannu,5
kannullinen,11
kannunvalaja,12
kannunvalanta,13
kannus,6
kannus,6
kannustaja,10
kannuste,8
kannustin,9
kannustus,9
kanoni,6
kanoninen,9
kanonisoitua,12
kanonistaa,10
kanooppi,8
kanootti,8
kanotisti,9
kanotoida,9
kansa,5
kansainvaellus,14
kansalaisadressi,16
kansalaisaktivismi,18
kansalaisaktivisti,18
kansalaisaloite,15
kansalaisillalliset,19
kansalaisjournalismi,20
kansalaiskasvatus,17
kansalaiskeskustelu,19
kansalaiskoulu,14
kansalaiskunto,14
kansalaisliike,14
kansalaisluottamus,18
kansalaismielipide,18
kansalaisoikeus,15
kansalaisopisto,15
kansalaispalkka,15
kansalaispiiri,14
kansalaisrohkeus,16
kansalaissota,13
kansalaistaito,14
kansalaistaminen,16
kansalaistapaaminen,19
kansalaistoiminta,17
kansalaistottelemattomuus,25
kansalaisuudeton,16
kansalaisuudettomuus,20
kansalaisuus,12
kansalaisvaikuttaminen,22
kansalaisvarmenne,17
